index,doc_id_th,doc_id_en,Question TH,Question EN,Answer TH ,Answer TH (Friendly),Answer EN,Answer TH (Friendly Emoji),Answer EN (Friendly),Answer EN (Friendly Emoji),Type ,Online/ Offline 
133,doc_id_th_133,doc_id_en_133,หากลืมกดภารกิจช้อปสุดมันส์แล้วแจ้งสะสมสมาชิกสามารถแอดภารกิจย้อนหลังให้ได้ไหม,"กรุณาสอบถามเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"กรุณาสอบถามเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
134,doc_id_th_134,doc_id_en_134,ซื้อสินค้าที่สาขาได้รับสินค้าเสียหายสามารถติดต่อที่ช่องทางไหนได้บ้าง,"หากคุณลูกค้าซื้อสินค้าที่สาขาโลตัสและได้รับสินค้าเสียหาย คุณสามารถติดต่อที่ช่องทางดังนี้ค่ะ:

1.  ติดต่อที่สาขาที่ซื้อสินค้า
2.  โทรศัพท์: 1430
3.  อีเมล: customer-service@lotuss.com
4.  Inbox FB Lotus's Official
5.  เว็บไซต์: https://corporate.lotuss.com/contact-us/

ทีมงานพร้อมให้คำปรึกษาสินค้าที่เสียหาย และช่วยเหลือในการแก้ปัญหาให้กับคุณลูกค้า หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"หากคุณลูกค้าซื้อสินค้าที่สาขาโลตัสและได้รับสินค้าเสียหาย คุณสามารถติดต่อที่ช่องทางดังนี้ค่ะ:

1.  ติดต่อที่สาขาที่ซื้อสินค้า
2.  โทรศัพท์: 1430
3.  อีเมล: customer-service@lotuss.com
4.  Inbox FB Lotus's Official
5.  เว็บไซต์: https://corporate.lotuss.com/contact-us/

ทีมงานพร้อมให้คำปรึกษาสินค้าที่เสียหาย และช่วยเหลือในการแก้ปัญหาให้กับคุณลูกค้า หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
135,doc_id_th_135,doc_id_en_135,ไม่สามารถแจ้งสะสมคอยน์โลตัสได้ค่ะ,"หากคุณลูกค้าไม่สามารถแจ้งสะสมคอยน์โลตัสได้ คุณสามารถติดต่อศูนย์บริการลูกค้าโลตัส โทร 1430 กด 1 ตั้งแต่เวลา 9:00 – 23:00 น. ค่ะเพื่อขอความช่วยเหลือเพิ่มเติมค่ะ

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"หากคุณลูกค้าไม่สามารถแจ้งสะสมคอยน์โลตัสได้ คุณสามารถติดต่อศูนย์บริการลูกค้าโลตัส โทร 1430 กด 1 ตั้งแต่เวลา 9:00 – 23:00 น. ค่ะเพื่อขอความช่วยเหลือเพิ่มเติมค่ะ

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
136,doc_id_th_136,doc_id_en_136,สมัครสมาชิกมายโลตัสยังไง,,,,,"คุณลูกค้าสามารถสมัครสมาชิกได้ 2 ช่องทางค่ะ:
ออนไลน์: ผ่าน Lotus's SMART App หรือเว็บไซต์ mylotussregister.lotuss.com
ที่สาขา: สมัครผ่านแคชเชียร์ด้วยบัตรประชาชนและเบอร์โทรศัพท์ค่ะ
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,Lotus’s Shop Online
137,doc_id_th_137,doc_id_en_137,สั่งช้อปออนไลน์ได้ทางไหน,,,,,ท่านสามารถสั่งช้อปออนไลน์ได้ทาง Lotus's SMART App หรือเว็บไซต์ www.lotuss.com สามารถศึกษาวิธีการใช้งานได้ง่าย ๆ ที่ลิงก์นี้ค่ะ: https://www.lotuss.com/th/how-to-shop 📖,,,,Lotus’s Shop Online
138,doc_id_th_138,doc_id_en_138,ชำระเงินค่าสินค้าได้วิธีไหน,,,,,"คุณลูกค้าสามารถเลือกวิธีการชำระเงินสำหรับการช้อปออนไลน์ได้ดังนี้ค่ะ:
ชำระด้วยบัตรเครดิต/True Money We Card: ในขั้นตอนการสั่งซื้อจะเป็นเพียงการจองวงเงินในบัตรเครดิตเท่านั้น มิได้มีการตัดเงินทันที ระบบจะตัดยอดจริงในวันที่รับสินค้า
ชำระด้วยบัตรเดบิต: ระบบจะทำการตัดเงินทันทีในวันที่สั่งซื้อ
ชำระด้วย True Money Online: ระบบจะตัดเงินตามยอดที่สั่งซื้อในวันที่สั่งซื้อ
ชำระเงินปลายทาง: สามารถเลือกชำระด้วยเงินสดหรือทรูมันนี่ วอลเล็ทค่ะ
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ
",,,,Lotus’s Shop Online
139,doc_id_th_139,doc_id_en_139,ได้รับของไม่ครบทำอย่างไร,,,,,"ขออภัยค่ะ หากท่านพบปัญหาได้รับสินค้าไม่ครบ สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
140,doc_id_th_140,doc_id_en_140,มีเครื่องใช้ไฟฟ้าจำหน่ายไหม,,,,,"ท่านสามารถเลือกซื้อสินค้าได้ที่ Lotus's Shop Online ได้ที่ Link : https://www.lotuss.com/th/smartx?sort=relevance:DESC หรือโลตัสสาขาที่มีจำหน่ายเครื่องใช้ไฟฟ้าค่ะ 
",,,,Lotus’s Shop Online
141,doc_id_th_141,doc_id_en_141,เลือกขนส่งเองได้ไหมคะ,,,,,"ทางโลตัสเป็นผู้เลือกขนส่ง เพื่อให้ลูกค้าได้รับบริการอย่างดีที่สุดค่ะ 

ท่านสามารถเลือกวิธีการจัดส่งได้ดังนี้ค่ะ
จัดส่งภายในวัน (Sameday Delivery) ส่งทันที 1 ชม.จากสาขาเล็กหรือส่งทันที 3 ชม.จากสาขาใหญ่
จัดส่งวันถัดไป (Next Day Delivery) สามารถเลือกรอบจัดส่งได้ 3 รอบค่ะ
10:00-14:00 น.
14:00-18:00 น.
18:00-21:00 น.
ซึ่งรอบจัดส่งข้างต้นขึ้นอยู่กับพื้นที่ให้บริการของแต่ละสาขาค่ะ

",,,,Lotus’s Shop Online
142,doc_id_th_142,doc_id_en_142,ได้รับสินค้าไม่ครบทำยังไง,,,,,"ขออภัยค่ะ หากท่านพบปัญหาได้รับสินค้าไม่ครบ สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
143,doc_id_th_143,doc_id_en_143,ได้รับไข่ไก่เน่าเสีย,,,,,"ขออภัยค่ะ หากท่านพบปัญหาคุณภาพสินค้า สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ 

กรณีต้องการคืนสินค้า สามารถดำเนินการได้ดังนี้ค่ะ 

1. สามารถคืนสินค้าได้ ณ จุดบริการได้ทุกสาขาภายใน 7 วันนับตั้งแต่วันที่ได้รับสินค้า
2. สำหรับกรณีสินค้าของสด รับคืนภายในวันถัดไปหลังจากวันที่ได้รับสินค้าเท่านั้น
3. การคืนสินค้าต้องแสดงเอกสารใบส่งสินค้าหรือใบสั่งซื้อด้วยทุกครั้ง
4. การคืนสินค้าต้องนำสินค้าที่ต้องการคืนมาด้วยทุกครั้ง ตามเงื่อนไขดังนี้
    4.1 กรณีคืนสินค้าบางชิ้นหรือบางรายการ - ให้ลูกค้านำสินค้ารายการที่ต้องการคืนสาขา (พร้อมของแถม) พร้อมเอกสารจากข้อ 3 โดยสินค้าต้องอยู่ในสภาพดีไม่ผ่านการใช้งาน
     4.2 กรณีคืนสินค้าทุกชิ้น - ให้ลูกค้านำสินค้าทุกรายการส่งคืนสาขา (พร้อมของแถม) พร้อมเอกสารจากข้อ 3 โดยสินค้าต้องอยู่ในสภาพดีไม่ผ่านการใช้งาน
5. การคืนเงินจะคืนเป็นเงินสดเท่านั้นค่ะ",,,,Lotus’s Shop Online
144,doc_id_th_144,doc_id_en_144,มีเตาแก๊สขายไหม,,,,,ท่านสามารถเลือกซื้อสินค้าได้ที่ Lotus's Shop Online ได้ที่ Link : https://www.lotuss.com/th/smartx?sort=relevance:DESC หรือโลตัสสาขาที่มีจำหน่ายค่ะ ,,,,Lotus’s Shop Online
145,doc_id_th_145,doc_id_en_145,ขอหมายเลขโทรศัพท์ โลตัส สาขา ลาดพร้าว,,,,,หมายเลขโทรศัพท์ของโลตัส สาขาใหญ่ ลาดพร้าว คือ 02-930-9444 ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ ,,,,Lotus’s Shop Online
146,doc_id_th_146,doc_id_en_146,ตามการจัดส่งล่าช้าเลยรอบเวลาค่ะ ,,,,,"ขออภัยค่ะ ถ้าท่านพบปัญหาเกี่ยวกับการจัดส่งล่าช้าจากรอบเวลาที่กำหนดในการสั่งซื้อ คุณสามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
147,doc_id_th_147,doc_id_en_147,ตามใบกำกับภาษีไม่ได้รับทางอีเมลค่ะ ,,,,,"ใบกำกับภาษีจะถูกจัดส่งทางอีเมลภายใน 24 ชั่วโมง หลังจากสถานะการจัดส่งสำเร็จค่ะ 📧
หากกรอกข้อมูลในระบบแล้วแต่ยังไม่ได้รับใบกำกับภาษี ท่านสามารถตรวจสอบที่ Junk Mail หรือติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางดังนี้ค่ะ:

โทรศัพท์ที่หมายเลข 1430 กด 2 ☎️
Inbox FB Lotus's Shop Online 💬
อีเมล: shoponline@lotuss.com 📧
เว็บไซต์: https://corporate.lotuss.com/contact-us/🌐",,,,Lotus’s Shop Online
148,doc_id_th_148,doc_id_en_148,เครื่องใช้ไฟฟ้าคืนเงินภายในกี่วันสถานะขึ้นเป็นจัดส่งสำเร็จค่ะ ,,,,,"สำหรับการสั่งเครื่องใช้ไฟฟ้าขนาดใหญ่ ผ่านมหกรรมเครื่องใช้ไฟฟ้าจะมีพนักงานติดต่อกลับเพื่อยืนยันคำสั่งซื้อภายใน 24 ชั่วโมง สินค้าจะถูกจัดส่งภายใน 7 วันทำการ หลังจากมีการยืนยันแล้ว สถานะในระบบจะเปลี่ยนเป็นจัดส่งสำเร็จ สินค้าจะถูกจัดส่งตามวันที่นัดหมายกับพนักงานหรือตามระยะเวลาจัดส่งของขนส่งค่ะ

การคืนเงินผ่านบัตรเครดิต/เดบิต บริษัทฯจะทำการคืนเงินไปที่บัตรเครดิต/เดบิต ภายใน 7-45 วัน ตามรอบบิลของแต่ละธนาคารค่ะ",,,,Lotus’s Shop Online
149,doc_id_th_149,doc_id_en_149,ทางเจ้าหน้าที่สาขาทำการหยิบสินค้าได้มีการตรวจสอบสินค้าหรือวันหมดอายุหรือไม่ค่ะ ,,,,,"เบื้องต้นทางสาขามีการตรวจสอบคุณภาพสินค้าก่อนจัดส่งค่ะ หากท่านพบปัญหาเรื่องคุณภาพสินค้า สามารถติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางดังนี้ค่ะ:

โทรศัพท์ที่หมายเลข 1430 กด 2 ☎️
Inbox FB Lotus's Shop Online 💬
อีเมล: shoponline@lotuss.com 📧
เว็บไซต์: https://corporate.lotuss.com/contact-us/🌐",,,,Lotus’s Shop Online
150,doc_id_th_150,doc_id_en_150,ต้องการทราบสต๊อกสินค้าของทางออนไลน์ค่ะ ,,,,,คุณสามารถตรวจสอบได้โดยการเข้าไปที่ Lotus's SMART App หรือเว็บไซต์ www.lotuss.com และค้นหาสินค้าที่คุณสนใจ หากสินค้านั้นมีสต๊อกพร้อมจำหน่าย จะสามารถกดเลือกสินค้าลงรถเข็นได้ค่ะ,,,,Lotus’s Shop Online
151,doc_id_th_151,doc_id_en_151,ทางเจ้าหน้าที่จัดส่งมีการติดต่อหาลูกค้าก่อนส่งหรือไม่ค่ะ ,,,,,พนักงานจัดส่งจะมีการโทรติดต่อลูกค้าก่อนจัดส่งสินค้าค่ะ,,,,Lotus’s Shop Online
152,doc_id_th_152,doc_id_en_152,เครื่องใช้ไฟฟ้าจัดส่งภายในกี่วันค่ะ ,,,,,สำหรับการสั่งเครื่องใช้ไฟฟ้าขนาดใหญ่ ผ่านมหกรรมเครื่องใช้ไฟฟ้าจะมีพนักงานติดต่อกลับเพื่อยืนยันคำสั่งซื้อภายใน 24 ชั่วโมง สินค้าจะถูกจัดส่งภายใน 7 วันทำการค่ะ,,,,Lotus’s Shop Online
153,doc_id_th_153,doc_id_en_153,สอบถามช่องทางการชำระเงิน เเบบสั่งซื้ออออนไลน์ค่ะ ,,,,,"คุณลูกค้าสามารถเลือกวิธีการชำระเงินสำหรับการช้อปออนไลน์ได้ดังนี้ค่ะ

ชำระเงินด้วยบัตรเครดิต/True Money We Card: ในขั้นตอนการสั่งซื้อจะเป็นเพียงการจองวงเงินในบัตรเครดิตเท่านั้น มิได้มีการตัดเงินทันที ระบบจะตัดยอดจริงในวันที่รับสินค้า
ชำระเงินด้วยบัตรเดบิต: ระบบจะทำการตัดเงินทันทีในวันที่สั่งซื้อ
ชำระเงินด้วย True Money Online: ระบบจะตัดเงินตามยอดที่สั่งซื้อในวันที่สั่งซื้อ
ชำระเงินปลายทาง: สามารถเลือกชำระด้วยเงินสดหรือทรูมันนี่ วอลเล็ทค่ะ

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,Lotus’s Shop Online
154,doc_id_th_154,doc_id_en_154,ติดตามสินค้าล่าช้าค่ะ ,,,,,"ขออภัยค่ะ ถ้าท่านพบปัญหาเกี่ยวกับการจัดส่งล่าช้าเกินรอบเวลาที่กำหนดในการสั่งซื้อ ท่านสามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
155,doc_id_th_155,doc_id_en_155,ต้องการสั่งซื้อเครื่องใช้ไฟฟ้า ,,,,,ท่านสามารถสั่งซื้อเครื่องใช้ไฟฟ้าผ่านช่องทางออนไลน์ของเราได้ โดยเข้าไปที่เว็บไซต์ หรือแอปพลิเคชันของ Lotus's Shop Online เลือกเมนูมหกรรมเครื่องใช้ไฟฟ้าค่ะ ท่านสามารถศึกษาวิธีการใช้งานได้ง่าย ๆ ที่ลิงก์นี้ค่ะ:https://www.lotuss.com/th/electronic-expo-how-to-shop,,,,Lotus’s Shop Online
156,doc_id_th_156,doc_id_en_156,สั่งซื้อสินค้าไม่ได้รับหมายเลขคำสั่งซื้อ ต้องการเงินคืน ,,,,,"หากท่านสั่งซื้อสินค้าแล้วไม่ได้รับหมายเลขคำสั่งซื้อ ท่านสามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
157,doc_id_th_157,doc_id_en_157,ต้องการยกเลิกออเดอร์ค่ะ ,,,,,"หากคุณลูกค้าต้องการยกเลิกคำสั่งซื้อ สามารถดำเนินการได้ดังนี้ค่ะ:

กรณีสั่งซื้อสินค้าเลือกจัดส่งวันถัดไป (Nextday): คุณลูกค้าสามารถกดยกเลิกด้วยตนเองผ่านระบบภายในเวลา 23:59 น. ของวันที่สั่งซื้อ

กรณีสั่งซื้อสินค้าเลือกจัดส่งภายในวัน ส่งทันที 1 ชม.หรือ ส่งทันที 3 ชม.(Sameday): กรณีส่งทันที 1 ชั่วโมงหรือ 3 ชั่วโมง คุณลูกค้า ไม่สามารถกดยกเลิกในระบบได้เอง แต่สามารถติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางนี้ค่ะ:

โทรศัพท์ 1430 กด 2
Inbox FB Lotus's Shop Online
อีเมล: shoponline@lotuss.com

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,Lotus’s Shop Online
158,doc_id_th_158,doc_id_en_158,สินค้าเครื่องใช้ไฟฟ้า หากยกเลิกออเดอร์ สถานะ Complete คืนเงินภายในกี่วันคะ,,,,,การคืนเงินผ่านบัตรเครดิต/เดบิต บริษัทฯจะทำการคืนเงินไปที่บัตรเครดิต/เดบิต ภายใน 7-45 วันตามรอบบิลของแต่ละธนาคาร นับจากวันที่คำสั่งซื้อถูกยกเลิกในระบบค่ะ ,,,,Lotus’s Shop Online
159,doc_id_th_159,doc_id_en_159,ได้รับสินค้าไม่ครบ ต้องการสินค้า,,,,,"ขออภัยค่ะ หากท่านได้รับสินค้าไม่ครบ สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
160,doc_id_th_160,doc_id_en_160,ได้รับสินค้าไม่ครบ ต้องการเงินคืน ,,,,,"ขออภัยค่ะ หากท่านได้รับสินค้าไม่ครบ สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
161,doc_id_th_161,doc_id_en_161,สั่งสินค้าออนไลน์ สามารถโอนเงินชำระกับทางเจ้าหน้าที่ได้มั้ยคะ ,,,,,"ท่านสามารถเลือกวิธีการชำระเงินสำหรับการช้อปออนไลน์ได้ดังนี้ค่ะ

ชำระเงินด้วยบัตรเครดิต/True Money We Card: ในขั้นตอนการสั่งซื้อจะเป็นเพียงการจองวงเงินในบัตรเครดิตเท่านั้น มิได้มีการตัดเงินทันที ระบบจะตัดยอดจริงในวันที่รับสินค้า
ชำระเงินด้วยบัตรเดบิต: ระบบจะทำการตัดเงินทันทีในวันที่สั่งซื้อ
ชำระเงินด้วย True Money Online: ระบบจะตัดเงินตามยอดที่สั่งซื้อในวันที่สั่งซื้อ
ชำระเงินปลายทาง: สามารถเลือกชำระด้วยเงินสดหรือทรูมันนี่ วอลเล็ทค่ะ

",,,,Lotus’s Shop Online
162,doc_id_th_162,doc_id_en_162,ยังไม่ได้รับสินค้า กรุณาตามคนส่งสินค้า ให้ด้วยครับ ,,,,,"ขออภัยค่ะ ถ้าท่านพบปัญหาเกี่ยวกับการจัดส่งล่าช้าเกินรอบเวลาที่กำหนดในการสั่งซื้อ คุณสามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ ",,,,Lotus’s Shop Online
163,doc_id_th_163,doc_id_en_163,ขอเบอร์ โลตัส เเจ้งวัฒนะ,,,,,"เบอร์โทรศัพท์ของโลตัส สาขาใหญ่ แจ้งวัฒนะ คือ 02-990-7555 ค่ะ
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,Lotus’s Shop Online
164,doc_id_th_164,doc_id_en_164,ต้องการเปลี่ยนเบอร์โทร ตอนส่งของ ,,,,,ขออภัยค่ะ ท่านไม่สามารถเปลี่ยนเบอร์โทรศัพท์ในการจัดส่งสินค้าได้ค่ะ,,,,Lotus’s Shop Online
165,doc_id_th_165,doc_id_en_165,สอบถามขั้นตอนชำระเงินค่ะ,,,,,"ท่านสามารถเลือกวิธีการชำระเงินสำหรับการช้อปออนไลน์ได้ดังนี้ค่ะ

ชำระเงินด้วยบัตรเครดิต/True Money We Card: ในขั้นตอนการสั่งซื้อจะเป็นเพียงการจองวงเงินในบัตรเครดิตเท่านั้น มิได้มีการตัดเงินทันที ระบบจะตัดยอดจริงในวันที่รับสินค้า
ชำระเงินด้วยบัตรเดบิต: ระบบจะทำการตัดเงินทันทีในวันที่สั่งซื้อ
ชำระเงินด้วย True Money Online: ระบบจะตัดเงินตามยอดที่สั่งซื้อในวันที่สั่งซื้อ
ชำระเงินปลายทาง: สามารถเลือกชำระด้วยเงินสดหรือทรูมันนี่ วอลเล็ทค่ะ",,,,Lotus’s Shop Online
166,doc_id_th_166,doc_id_en_166,ได้รับสินค้าเน่าค่ะ ,,,,,"ขออภัยค่ะ หากท่านพบปัญหาคุณภาพสินค้า สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/ 

กรณีต้องการคืนสินค้า สามารถดำเนินการได้ดังนี้ค่ะ 

1. สามารถคืนสินค้าได้ ณ จุดบริการได้ทุกสาขาภายใน 7 วันนับตั้งแต่วันที่ได้รับสินค้า
2. สำหรับกรณีสินค้าของสด รับคืนภายในวันถัดไปหลังจากวันที่ได้รับสินค้าเท่านั้น
3. การคืนสินค้าต้องแสดงเอกสารใบส่งสินค้าหรือใบสั่งซื้อด้วยทุกครั้ง
4. การคืนสินค้าต้องนำสินค้าที่ต้องการคืนมาด้วยทุกครั้ง ตามเงื่อนไขดังนี้
    4.1 กรณีคืนสินค้าบางชิ้นหรือบางรายการ - ให้ลูกค้านำสินค้ารายการที่ต้องการคืนสาขา (พร้อมของแถม) พร้อมเอกสารจากข้อ 3 โดยสินค้าต้องอยู่ในสภาพดีไม่ผ่านการใช้งาน
     4.2 กรณีคืนสินค้าทุกชิ้น - ให้ลูกค้านำสินค้าทุกรายการส่งคืนสาขา (พร้อมของแถม) พร้อมเอกสารจากข้อ 3 โดยสินค้าต้องอยู่ในสภาพดีไม่ผ่านการใช้งาน
5. การคืนเงินจะคืนเป็นเงินสดเท่านั้นค่ะ",,,,Lotus’s Shop Online
167,doc_id_th_167,doc_id_en_167,ขอยกเลิกออเดอร์ ไม่สะดวกรอสินค้าล่าช้า ,,,,,"หากคุณลูกค้าต้องการยกเลิกคำสั่งซื้อ สามารถดำเนินการได้ดังนี้ค่ะ:

กรณีสั่งซื้อสินค้าเลือกจัดส่งวันถัดไป (Nextday): คุณลูกค้าสามารถกดยกเลิกด้วยตนเองผ่านระบบภายในเวลา 23:59 น. ของวันที่สั่งซื้อ

กรณีสั่งซื้อสินค้าเลือกจัดส่งภายในวัน ส่งทันที 1 ชม.หรือ ส่งทันที 3 ชม.(Sameday): กรณีส่งทันที 1 ชั่วโมงหรือ 3 ชั่วโมง คุณลูกค้า ไม่สามารถกดยกเลิกในระบบได้เอง แต่สามารถติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางนี้ค่ะ:
โทรศัพท์ 1430 กด 2
Inbox FB Lotus's Shop Online
อีเมล: shoponline@lotuss.com

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,Lotus’s Shop Online
168,doc_id_th_168,doc_id_en_168,มีค่าบริการจัดส่งมั้ยค่ะ ,,,,,"สำหรับค่าบริการการจัดส่ง มีรายละเอียดดังนี้ค่ะ
1. จัดส่งภายในวัน (Sameday Delivery) ส่งทันที 1 ชม.จากสาขาเล็กหรือส่งทันที 3 ชม.จากสาขาใหญ่ จัดส่งฟรี
2. จัดส่งวันถัดไป (Next Day Delivery) สามารถเลือกรอบจัดส่งได้ 3 รอบค่ะ
- 10:00-14:00 น. มีค่าบริการจัดส่ง 10 บาท หากยอดสั่งซื้อสินค้ามากกว่าหรือเท่ากับ 599 บาทจัดส่งฟรี
- 14:00-18:00 น. จัดส่งฟรี
- 18:00-21:00 น. จัดส่งฟรี
ซึ่งรอบจัดส่งข้างต้นขึ้นอยู่กับพื้นที่ให้บริการของแต่ละสาขาค่ะ",,,,Lotus’s Shop Online
169,doc_id_th_169,doc_id_en_169,งไม่ได้รับสินค้าแตต่สถานะขึ้นเป็น COMPLETE ทำอย่างไรได้บ้างค่ะ ,,,,,"ขออภัยค่ะ หากท่านยังไม่ได้รับสินค้า แต่แสดงสถานะ ""COMPLETE"" สามารถติดต่อส่วนงานบริการลูกค้าผ่านช่องทางดังนี้ค่ะ

Inbox: FB Lotus's Shop Online 
E-mail: shoponline@lotuss.com 
โทร: 1430 กด 2 
เว็บไซต์: https://corporate.lotuss.com/contact-us/",,,,Lotus’s Shop Online
170,doc_id_th_170,doc_id_en_170,การจัดส่งมีกี่รูปแบบค่ะ ,,,,,"ท่านสามารถเลือกวิธีการจัดส่งได้ดังนี้ค่ะ

1.จัดส่งภายในวัน Sameday Delivery (ส่งทันที 1 ชม.จากสาขาเล็กหรือส่งทันที 3 ชม.จากสาขาใหญ่ ) 

2.จัดส่งวันถัดไปจากสาขาใหญ่ Next day Delivery เลือกรอบจัดส่งได้ดังนี้  🚚
10:00-14:00 
14:00-18:00
18:00-21:00

ซึ่งรอบจัดส่งดังกล่าว ขึ้นอยู่กับพื้นที่ให้บริการของแต่ละสาขาค่ะ
สำหรับคำสั่งซื้อสินค้าประเภทจัดส่งวันถัดไป (Next Day Delivery) ท่านต้องกดสั่งซื้อและชำระเงินให้เสร็จสิ้นก่อนเวลา 23:59 น. เพื่อให้ระบบสามารถบันทึกข้อมูลและดำเนินการจัดส่งในวันถัดไป หากเลยเวลาที่กำหนด คำสั่งซื้อจะถูกจัดส่งในวันถัดจากวันชำระเงินสำเร็จ (T+1)   📅

เพื่อความเป็นส่วนตัว พนักงานจะจัดส่งเฉพาะบริเวณหน้าบ้าน, ล็อบบี้ใต้ตึกสำนักงาน, อพาร์ทเมนท์ หรือคอนโดมิเนียมเท่านั้น หากเกิดเหตุสุดวิสัย เช่น ภัยธรรมชาติ, อุบัติเหตุ หรือเหตุการณ์อื่น ๆ ที่อยู่นอกเหนือการควบคุมของบริษัท บริษัทขอสงวนสิทธิ์ในการยกเลิกคำสั่งซื้อ, ยกเลิกการจัดส่ง, หรือดำเนินการอื่น ๆ ตามที่บริษัทเห็นสมควรค่ะ ⚠️",,,,Lotus’s Shop Online
