Store id,StoreID,doc_id,Name,English Name,Latitude,Longitude,GoogleMap URL,Online Status,Store Type,Street,City,State,Postcode,region,Delivery Type,Online Open Hour,Online Open Hour,Offline Format,Offline Open Hour,Offline Address,Offline Address + Phone,Store Email,Contact Number,Contact Number,,,,Valid/Invalid,,Revised Contact Number
TH1693,1693,store_doc_1693,โลตัส โกเฟรช ซอยอุดมสุข51,Lotus Go Fresh Soi Udomsuk 51,13.678156,100.637333,"https://www.google.com/maps/place/13.678156,100.637333",ACTIVE,go_fresh,เลขที่ 1 ซอยอุดมสุข 51ถนนอุดมสุข,เขตพระโขนง,กรุงเทพมหานคร,10260,แขวงบางจาก,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:30 (17.5Hrs),เลขที่ 1 ซ.อุดมสุข 51 ถ.อุดมสุข แขวงบางจาก เขตพระโขนง กทม. 10260,"เลขที่ 1 ซ.อุดมสุข 51 ถ.อุดมสุข แขวงบางจาก เขตพระโขนง กทม. 10260, โทรศัพท์: 062-605-7855",exp693-sm@lotuss.com,0626057855,0626057855,0626057855,062-605-7855,Valid,Valid,0626057855,062-605-7855
TH1694,1694,store_doc_1694,โลตัส โกเฟรช ตลาดหนองกระทิง-ลำปาง,Lotus Go Fresh Talad Nong-Kra Thing,18.308645,99.466714,"https://www.google.com/maps/place/18.308645,99.466714",ACTIVE,go_fresh,"เลขที่ 253/1,253/4 หมู่ 5 ",อำเภอเมืองลำปาง,ลำปาง,52100,ตำบลบ่อแฮ้ว,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),"เลขที่ 253/1,253/4 หมู่ 5 ตำบลบ่อแฮ้ว อำเภอเมืองลำปาง จังหวัดลำปาง 52100","เลขที่ 253/1,253/4 หมู่ 5 ตำบลบ่อแฮ้ว อำเภอเมืองลำปาง จังหวัดลำปาง 52100, โทรศัพท์: 062-605-7856",exp694-sm@lotuss.com,0626057856,0626057856,0626057856,062-605-7856,Valid,Valid,0626057856,062-605-7856
TH1695,1695,store_doc_1695,โลตัส โกเฟรช วัดใหม่ สุวินทวงศ์,Lotus Go Fresh Watmai(SuwintawongRD),13.809439,100.807459,"https://www.google.com/maps/place/13.809439,100.807459",ACTIVE,go_fresh,เลขที่ 32/1 หมู่ที่ 8 ถนนสุวินทวงศ์,เขตหนองจอก,กรุงเทพมหานคร,10530,แขวงโคกแฝด,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-22:30 (16.5Hrs),เลขที่ 32/1 หมู่ที่ 8 ถนนสุวินทวงศ์ แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530,"เลขที่ 32/1 หมู่ที่ 8 ถนนสุวินทวงศ์ แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530, โทรศัพท์: 099-715-0925",exp695-sm@lotuss.com,0997150925,0997150925,0997150925,099-715-0925,Valid,Valid,0997150925,099-715-0925
TH1696,1696,store_doc_1696,โลตัส โกเฟรช หมู่บ้านอุดมสุข-ศรีราชา,Lotus Go Fresh Mooban Udomsuk,13.151287,100.934218,"https://www.google.com/maps/place/13.151287,100.934218",ACTIVE,go_fresh,เลขที่ 41/118 หมู่ที่ 3,อำเภอศรีราชา,ชลบุรี,20110,ตำบลสุรศักดิ์,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 41/118 หมู่ 6 ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี,"เลขที่ 41/118 หมู่ 6 ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี, โทรศัพท์: 062-605-7858",exp696-sm@lotuss.com,0626057858,0626057858,0626057858,062-605-7858,Valid,Valid,0626057858,062-605-7858
TH1697,1697,store_doc_1697,โลตัส โกเฟรช วัดวังหิน ศรีราชา,Lotus Go Fresh Wat Wang Hin Road,13.171877,100.936164,"https://www.google.com/maps/place/13.171877,100.936164",ACTIVE,go_fresh,เลขที่ 24/152 หมู่ที่ 1,อำเภอศรีราชา,ชลบุรี,20110,ตำบลสุรศักดิ์,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-22:30 (16.5Hrs),เลขที่ 24/152 หมู่ 1 ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,"เลขที่ 24/152 หมู่ 1 ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110, โทรศัพท์: 095-673-0920",exp697-sm@lotuss.com,0956730920,0956730920,0956730920,095-673-0920,Valid,Valid,0956730920,095-673-0920
TH1698,1698,store_doc_1698,โลตัส โกเฟรช ซอยโกสินทร์-สมุทรปราการ,Lotus Go Fresh Soi Kosin,13.618837,100.646803,"https://www.google.com/maps/place/13.618837,100.646803",ACTIVE,go_fresh,เลขที่ 80 หมู่ที่ 6 ถนนเทพารักษ์,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,10270,ตำบลเทพารักษ์,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 80 หมู่ 6 ถ.เทพารักษ์ ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,"เลขที่ 80 หมู่ 6 ถ.เทพารักษ์ ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270, โทรศัพท์: 062-605-7860",exp698-sm@lotuss.com,0626057860,0626057860,0626057860,062-605-7860,Valid,Valid,0626057860,062-605-7860
TH1699,1699,store_doc_1699,โลตัส โกเฟรช หินกอง สระบุรี,Lotus Go Fresh Hinkong,14.4033,100.90298,"https://www.google.com/maps/place/14.4033,100.90298",ACTIVE,go_fresh,เลขที่ 48/1 หมู่ที่ 1,อำเภอหนองแค,สระบุรี,18230,ตำบลโคกแย้,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 48/1 หมู่ 1 ต.โคกแย้ อ.หนองแค จ.สระบุรี 18230,"เลขที่ 48/1 หมู่ 1 ต.โคกแย้ อ.หนองแค จ.สระบุรี 18230, โทรศัพท์: 062-605-7861",exp699-sm@lotuss.com,0626057861,0626057861,0626057861,062-605-7861,Valid,Valid,0626057861,062-605-7861
TH1700,1700,store_doc_1700,โลตัส โกเฟรช ตลาดเกษตรพัฒนานิคม-ลพบุรี,Lotus Go Fresh Talad Kaset Patthananikhom,14.846509,100.912914,"https://www.google.com/maps/place/14.846509,100.912914",ACTIVE,go_fresh,เลขที่ 160/22 หมู่ที่ 1,อำเภอพัฒนานิคม,ลพบุรี,15220,ตำบลดีลัง,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,05:00-22:00 (17Hrs),เลขที่ 160/22 หมู่ 1 ต.ดีลัง อ.พัฒนานิคม จ.ลพบุรี 15220,"เลขที่ 160/22 หมู่ 1 ต.ดีลัง อ.พัฒนานิคม จ.ลพบุรี 15220, โทรศัพท์: 062-605-7862",exp700-sm@lotuss.com,0626057862,0626057862,0626057862,062-605-7862,Valid,Valid,0626057862,062-605-7862
TH1701,1701,store_doc_1701,โลตัส โกเฟรช สรรคบุรี - ชัยนาท,Lotus Go Fresh Sankhaburi,15.047643,100.160061,"https://www.google.com/maps/place/15.047643,100.160061",ACTIVE,go_fresh,เลขที่ 8 ถนนเจ้ายี่พระยา,อำเภอสรรคบุรี,ชัยนาท,17140,ตำบลแพรกศรีราชา,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 8 ถ.เจ้ายี่พระยา ต.แพรกศรีราชา อ.สรรคบุรี จ.ชัยนาท 17140,"เลขที่ 8 ถ.เจ้ายี่พระยา ต.แพรกศรีราชา อ.สรรคบุรี จ.ชัยนาท 17140, โทรศัพท์: 095-339-4093",exp701-sm@lotuss.com,0953394093,0953394093,0953394093,095-339-4093,Valid,Valid,0953394093,095-339-4093
TH1702,1702,store_doc_1702,โลตัส โกเฟรช ชุมชนวัดบ้านอ้อย-สระบุรี,Lotus Go Fresh Chumchon Wat Banaoi,14.534795,100.896893,"https://www.google.com/maps/place/14.534795,100.896893",ACTIVE,go_fresh,เลขที่ 1/6 ถนนเทศบาล 7,อำเภอเมืองสระบุรี,สระบุรี,18000,ตำบลปากเพรียว,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 1/6 ถ.เทศบาล 7 ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี 18000,"เลขที่ 1/6 ถ.เทศบาล 7 ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี 18000, โทรศัพท์: 062-605-7864",exp702-sm@lotuss.com,0626057864,0626057864,0626057864,062-605-7864,Valid,Valid,0626057864,062-605-7864
TH1705,1705,store_doc_1705,โลตัส โกเฟรช เคหะลาดหลุมแก้ว-ปทุมธานี,Lotus Go Fresh K-ha Ladlumkaew,14.03394,100.490698,"https://www.google.com/maps/place/14.03394,100.490698",ACTIVE,go_fresh,เลขที่ 7/10-12 หมู่ที่ 5,อำเภอลาดหลุมแก้ว,ปทุมธานี,12140,ตำบลคูบางหลวง,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 7/10-12 หมู่ 5 ต.คูบางหลวง อ.ลาดหลุมแก้ว จ.ปทุมธานี 12140,"เลขที่ 7/10-12 หมู่ 5 ต.คูบางหลวง อ.ลาดหลุมแก้ว จ.ปทุมธานี 12140, โทรศัพท์: 062-605-7867",exp705-sm@lotuss.com,0626057867,0626057867,0626057867,062-605-7867,Valid,Valid,0626057867,062-605-7867
TH1706,1706,store_doc_1706,โลตัส โกเฟรช หมู่บ้านประชาชื่น-นนทบุรี,Lotus Go Fresh Mooban Prachachuen,13.88062,100.539433,"https://www.google.com/maps/place/13.88062,100.539433",ACTIVE,go_fresh,เลขที่ 436/2 ถนนสามัคคี,อำเภอเมืองนนทบุรี,นนทบุรี,11000,ตำบลท่าทราย,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,05:00-23:00 (18Hrs),เลขที่ 436/2 ถนนสามัคคี ตำบลท่าทราย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,"เลขที่ 436/2 ถนนสามัคคี ตำบลท่าทราย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000, โทรศัพท์: 062-605-7868",exp706-sm@lotuss.com,0626057868,0626057868,0626057868,062-605-7868,Valid,Valid,0626057868,062-605-7868
TH1707,1707,store_doc_1707,โลตัส โกเฟรช เอกชัย 99/1,Lotus Go Fresh Ekachai Rd.Soi 99/1,13.657815,100.39717,"https://www.google.com/maps/place/13.657815,100.39717",ACTIVE,go_fresh,เลขที่ 119/56 หมู่ที่ 4,เขตบางบอน,กรุงเทพมหานคร,10150,แขวงบางบอน,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 119/56 หมู่ 4 แขวงบางบอน เขตบางบอน กทม. 10150,"เลขที่ 119/56 หมู่ 4 แขวงบางบอน เขตบางบอน กทม. 10150, โทรศัพท์: 064-604-9965",exp707-sm@lotuss.com,0646049965,0646049965,0646049965,064-604-9965,Valid,Valid,0646049965,064-604-9965
TH1709,1709,store_doc_1709,โลตัส โกเฟรช พระราม2 ท่าฉลอม-สมุทรสาคร,Lotus Go Fresh Rama2Rd.(Thachalom),13.542774,100.24362,"https://www.google.com/maps/place/13.542774,100.24362",INACTIVE,go_fresh,เลขที่ 40/59 หมู่ที่ 6,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,74000,ตำบลท่าจีน,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,
TH1710,1710,store_doc_1710,โลตัส โกเฟรช ถนนพุทธบูชา,Lotus Go Fresh Buddha Bucha (Rama2,13.672496,100.472526,"https://www.google.com/maps/place/13.672496,100.472526",INACTIVE,go_fresh,เลขที่ 30/126 หมู่ที่ 5 ถนนพุทธบูชา,เขตจอมทอง,กรุงเทพมหานคร,10150,แขวงบางมด,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,
TH1712,1712,store_doc_1712,โลตัส โกเฟรช เวียงป่าเป้า เชียงราย,Lotus Go Fresh Wiang Pa Pao,19.36722,99.50336,"https://www.google.com/maps/place/19.36722,99.50336",ACTIVE,go_fresh,เลขที่ 544 หมู่ที่ 1,อำเภอเวียงป่าเป้า,เชียงราย,57170,ตำบลเวียง,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 544 หมู่ที่ 1 ตำบลเวียง อำเภอเวียงป่าเป้า จังหวัดเชียงราย  57170,"เลขที่ 544 หมู่ที่ 1 ตำบลเวียง อำเภอเวียงป่าเป้า จังหวัดเชียงราย  57170, โทรศัพท์: 062-605-7874",exp712-sm@lotuss.com,0626057874,0626057874,0626057874,062-605-7874,Valid,Valid,0626057874,062-605-7874
TH1713,1713,store_doc_1713,โลตัส โกเฟรช เคหะชุมชนภูเก็ต,Lotus Go Fresh K-ha Chumchon Phuket,7.885118,98.409975,"https://www.google.com/maps/place/7.885118,98.409975",INACTIVE,go_fresh,เลขที่ 64/133-136 หมู่ที่ 3,อำเภอเมืองภูเก็ต,ภูเก็ต,83000,ตำบลรัษฎา,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,
TH1714,1714,store_doc_1714,โลตัส โกเฟรช วิหารแดง สระบุรี,Lotus Go Fresh Wiharn Daeng Saraburi,14.339531,100.995282,"https://www.google.com/maps/place/14.339531,100.995282",ACTIVE,go_fresh,"เลขที่ 196,196/1 หมู่ที่ 10 ",อำเภอวิหารแดง,สระบุรี,18150,ตำบลหนองสรวง,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,05:00-22:00 (17Hrs),"เลขที่ 196,196/1 หมู่ 10 ต.หนองสรวง อ.วิหารแดง จ.สระบุรี 18150","เลขที่ 196,196/1 หมู่ 10 ต.หนองสรวง อ.วิหารแดง จ.สระบุรี 18150, โทรศัพท์: 064-141-9538",exp714-sm@lotuss.com,0641419538,0641419538,0641419538,064-141-9538,Valid,Valid,0641419538,064-141-9538
TH1715,1715,store_doc_1715,โลตัส โกเฟรช ภาชี อยุธยา,Lotus Go Fresh PhaChee Ayutthaya,14.450201,100.724077,"https://www.google.com/maps/place/14.450201,100.724077",ACTIVE,go_fresh,"เลขที่ 160/2-3,160/4 หมู่ที่ 5 ",อำเภอภาชี,พระนครศรีอยุธยา,13140,ตำบลภาชี,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),"เลขที่ 160/2-3,160/4 หมู่ที่ 5 ตำบลภาชี อำเภอภาชี จังหวัดพระนครศรีอยุธยา 13140","เลขที่ 160/2-3,160/4 หมู่ที่ 5 ตำบลภาชี อำเภอภาชี จังหวัดพระนครศรีอยุธยา 13140, โทรศัพท์: 082-517-5409",exp715-sm@lotuss.com,0825175409,0825175409,0825175409,082-517-5409,Valid,Valid,0825175409,082-517-5409
TH1717,1717,store_doc_1717,โลตัส โกเฟรช วงเวียนพระนเรศวร ปราจีนบุรี,Lotus Go Fresh Wongwien Phanaresuon,14.134153,101.37309,"https://www.google.com/maps/place/14.134153,101.37309",ACTIVE,go_fresh,เลขที่ 19/29-30 หมู่ที่ 15,อำเภอเมืองปราจีนบุรี,ปราจีนบุรี,25230,ตำบลบ้านพระ,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-22:00 (16Hrs),เลขที่ 19/29-30 หมู่ 15 ต.บ้านพระ อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230,"เลขที่ 19/29-30 หมู่ 15 ต.บ้านพระ อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230, โทรศัพท์: 081-247-5087",exp717-sm@lotuss.com,0812475087,0812475087,0812475087,081-247-5087,Valid,Valid,0812475087,081-247-5087
TH1719,1719,store_doc_1719,โลตัส โกเฟรช ตลาดเด่นห้า เชียงราย,Lotus Go Fresh Talad Den Har,19.903383,99.815799,"https://www.google.com/maps/place/19.903383,99.815799",ACTIVE,go_fresh,เลขที่ 28/12-14 หมู่ที่ 16,อำเภอเมืองเชียงราย,เชียงราย,57000,ตำบลรอบเวียง,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours,เลขที่ 28/12-14 หมู่ที่ 16 ตำบลรอบเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000,"เลขที่ 28/12-14 หมู่ที่ 16 ตำบลรอบเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000, โทรศัพท์: 062-605-7882",exp719-sm@lotuss.com,0626057882,0626057882,0626057882,062-605-7882,Valid,Valid,0626057882,062-605-7882
TH1720,1720,store_doc_1720,โลตัส โกเฟรช ตลาดศรีทรายมูล เชียงราย,Lotus Go Fresh Talad Sri Sai Moon,19.89806,99.840831,"https://www.google.com/maps/place/19.89806,99.840831",ACTIVE,go_fresh,เลขที่ 20/1 หมู่ที่ 11,อำเภอเมืองเชียงราย,เชียงราย,57000,ตำบลรอบเวียง,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 20/1 หมู่ที่ 11 ตำบลรอบเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000,"เลขที่ 20/1 หมู่ที่ 11 ตำบลรอบเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000, โทรศัพท์: 062-605-7883",exp720-sm@lotuss.com,0626057883,0626057883,0626057883,062-605-7883,Valid,Valid,0626057883,062-605-7883
TH1721,1721,store_doc_1721,โลตัส โกเฟรช ไนท์บาซาร์ เชียงราย,Lotus Go Fresh Chiangrai Night Bazaar,19.904304,99.833362,"https://www.google.com/maps/place/19.904304,99.833362",ACTIVE,go_fresh,เลขที่ 878/2-3 ถนนพหลโยธิน,อำเภอเมืองเชียงราย,เชียงราย,57000,ตำบลเวียง,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,07:00-24:00 (17Hrs),เลขที่ 878/2-3 ถนนพหลโยธิน ตำบลเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000,"เลขที่ 878/2-3 ถนนพหลโยธิน ตำบลเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000, โทรศัพท์: 062-605-7884",exp721-sm@lotuss.com,0626057884,0626057884,0626057884,062-605-7884,Valid,Valid,0626057884,062-605-7884
TH1722,1722,store_doc_1722,โลตัส โกเฟรช ม.แม่ฟ้าหลวง-เชียงราย,Lotus Go Fresh Mae Fah Luang University,20.048589,99.876265,"https://www.google.com/maps/place/20.048589,99.876265",ACTIVE,go_fresh,"เลขที่10,106,352 หมู่ที่ 1 ",อำเภอเมืองเชียงราย,เชียงราย,57100,ตำบลท่าสุด,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours,"เลขที่ 10,106,352 หมู่ที่ 1 ตำบลท่าสุด อำเภอเมืองเชียงราย จังหวัดเชียงราย 57100","เลขที่ 10,106,352 หมู่ที่ 1 ตำบลท่าสุด อำเภอเมืองเชียงราย จังหวัดเชียงราย 57100, โทรศัพท์: 062-605-7885",exp722-sm@lotuss.com,0626057885,0626057885,0626057885,062-605-7885,Valid,Valid,0626057885,062-605-7885
TH1723,1723,store_doc_1723,โลตัส โกเฟรช บางระจัน-สิงห์บุรี,Lotus Go Fresh Bang Rachan SingBuri,14.887882,100.315588,"https://www.google.com/maps/place/14.887882,100.315588",ACTIVE,go_fresh,เลขที่ 45/3 หมู่ที่ 8,อำเภอบางระจัน,สิงห์บุรี,16130,ตำบลไม้ดัด,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,05:00-22:00 (17Hrs),เลขที่ 45/3 หมู่ที่ 8 ตำบลไม้ดัด อำเภอบางระจัน จังหวัดสิงห์บุรี 16130,"เลขที่ 45/3 หมู่ที่ 8 ตำบลไม้ดัด อำเภอบางระจัน จังหวัดสิงห์บุรี 16130, โทรศัพท์: 095-432-7812",exp723-sm@lotuss.com,0954327812,0954327812,0954327812,095-432-7812,Valid,Valid,0954327812,095-432-7812
